date,open,high,low,close,volume
2016/6/17,96.62 ,96.65 ,95.30 ,95.33 ,61008200.00 
2016/6/20,96.00 ,96.57 ,95.03 ,95.10 ,34411900.00 
2016/6/21,94.94 ,96.35 ,94.68 ,95.91 ,35546400.00 
2016/6/22,96.25 ,96.89 ,95.35 ,95.55 ,29219100.00 
2016/6/23,95.94 ,96.29 ,95.25 ,96.10 ,32240200.00 
2016/6/24,92.91 ,94.66 ,92.65 ,93.40 ,75311400.00 
2016/6/27,93.00 ,93.05 ,91.50 ,92.04 ,45489600.00 
2016/6/28,92.90 ,93.66 ,92.14 ,93.59 ,40444900.00 
2016/6/29,93.97 ,94.55 ,93.63 ,94.40 ,36531000.00 
2016/6/30,94.44 ,95.77 ,94.30 ,95.60 ,35836400.00 
2016/7/1,95.49 ,96.47 ,95.33 ,95.89 ,26026500.00 
2016/7/5,95.39 ,95.40 ,94.46 ,94.99 ,27705200.00 
2016/7/6,94.60 ,95.66 ,94.37 ,95.53 ,30949100.00 
2016/7/7,95.70 ,96.50 ,95.62 ,95.94 ,25139600.00 
2016/7/8,96.49 ,96.89 ,96.05 ,96.68 ,28912100.00 
2016/7/11,96.75 ,97.65 ,96.73 ,96.98 ,23794900.00 
2016/7/12,97.17 ,97.70 ,97.12 ,97.42 ,24167500.00 
2016/7/13,97.41 ,97.67 ,96.84 ,96.87 ,25892200.00 
2016/7/14,97.39 ,98.99 ,97.32 ,98.79 ,38919000.00 
2016/7/15,98.92 ,99.30 ,98.50 ,98.78 ,30137000.00 
2016/7/18,98.70 ,100.13 ,98.60 ,99.83 ,36493900.00 
2016/7/19,99.56 ,100.00 ,99.34 ,99.87 ,23779900.00 
2016/7/20,100.00 ,100.46 ,99.74 ,99.96 ,26276000.00 
2016/7/21,99.83 ,101.00 ,99.13 ,99.43 ,32702000.00 
2016/7/22,99.26 ,99.30 ,98.31 ,98.66 ,28313700.00 
2016/7/25,98.25 ,98.84 ,96.92 ,97.34 ,40382900.00 
2016/7/26,96.82 ,97.97 ,96.42 ,96.67 ,56239800.00 
2016/7/27,104.27 ,104.35 ,102.75 ,102.95 ,92344800.00 
2016/7/28,102.83 ,104.45 ,102.82 ,104.34 ,39869800.00 
2016/7/29,104.19 ,104.55 ,103.68 ,104.21 ,27733700.00 
2016/8/1,104.41 ,106.15 ,104.41 ,106.05 ,38167900.00 
2016/8/2,106.05 ,106.07 ,104.00 ,104.48 ,33816600.00 
2016/8/3,104.81 ,105.84 ,104.77 ,105.79 ,30202600.00 
2016/8/4,105.58 ,106.00 ,105.28 ,105.87 ,27408700.00 
2016/8/5,106.27 ,107.65 ,106.18 ,107.48 ,40553400.00 
2016/8/8,107.52 ,108.37 ,107.16 ,108.37 ,28037200.00 
2016/8/9,108.23 ,108.94 ,108.01 ,108.81 ,26315200.00 
2016/8/10,108.71 ,108.90 ,107.76 ,108.00 ,24008500.00 
2016/8/11,108.52 ,108.93 ,107.85 ,107.93 ,27484500.00 
2016/8/12,107.78 ,108.44 ,107.78 ,108.18 ,18660400.00 
2016/8/15,108.14 ,109.54 ,108.08 ,109.48 ,25868200.00 
2016/8/16,109.63 ,110.23 ,109.21 ,109.38 ,33794400.00 
2016/8/17,109.10 ,109.37 ,108.34 ,109.22 ,25356000.00 
2016/8/18,109.23 ,109.60 ,109.02 ,109.08 ,21984700.00 
2016/8/19,108.77 ,109.69 ,108.36 ,109.36 ,25368100.00 
2016/8/22,108.86 ,109.10 ,107.85 ,108.51 ,25820200.00 
2016/8/23,108.59 ,109.32 ,108.53 ,108.85 ,21257700.00 
2016/8/24,108.57 ,108.75 ,107.68 ,108.03 ,23675100.00 
2016/8/25,107.39 ,107.88 ,106.68 ,107.57 ,25086200.00 
2016/8/26,107.41 ,107.95 ,106.31 ,106.94 ,27704400.00 
2016/8/29,106.62 ,107.44 ,106.29 ,106.82 ,24770200.00 
2016/8/30,105.80 ,106.50 ,105.50 ,106.00 ,24863900.00 
2016/8/31,105.66 ,106.57 ,105.64 ,106.10 ,28616700.00 
2016/9/1,106.14 ,106.80 ,105.62 ,106.73 ,26701500.00 
2016/9/2,107.70 ,108.00 ,106.82 ,107.73 ,26334900.00 
2016/9/6,107.90 ,108.30 ,107.51 ,107.70 ,26880400.00 
2016/9/7,107.83 ,108.76 ,107.07 ,108.36 ,42364300.00 
2016/9/8,107.25 ,107.27 ,105.24 ,105.52 ,53002000.00 
2016/9/9,104.64 ,105.72 ,103.13 ,103.13 ,45973100.00 
2016/9/12,102.65 ,105.72 ,102.53 ,105.44 ,45292800.00 
2016/9/13,107.51 ,108.79 ,107.24 ,107.95 ,62176200.00 
2016/9/14,108.73 ,113.03 ,108.60 ,111.77 ,110888700.00 
2016/9/15,113.86 ,115.73 ,113.49 ,115.57 ,89983600.00 
2016/9/16,115.12 ,116.13 ,114.04 ,114.92 ,79677200.00 
2016/9/19,115.19 ,116.18 ,113.25 ,113.58 ,47023000.00 
2016/9/20,113.05 ,114.12 ,112.51 ,113.57 ,34514300.00 
2016/9/21,113.85 ,113.99 ,112.44 ,113.55 ,36003200.00 
2016/9/22,114.35 ,114.94 ,114.00 ,114.62 ,31074000.00 
2016/9/23,114.42 ,114.79 ,111.55 ,112.71 ,52325900.00 
2016/9/26,111.64 ,113.39 ,111.55 ,112.88 ,29869400.00 
2016/9/27,113.00 ,113.18 ,112.34 ,113.09 ,24576200.00 
2016/9/28,113.69 ,114.64 ,113.43 ,113.95 ,29641100.00 
2016/9/29,113.16 ,113.80 ,111.80 ,112.18 ,35887000.00 
2016/9/30,112.46 ,113.37 ,111.80 ,113.05 ,36238600.00 
2016/10/3,112.71 ,113.05 ,112.28 ,112.52 ,21701800.00 
2016/10/4,113.06,114.31,112.63,113,29652300
